step,object,x,y,zoom,page,question,answer,alt_text,layer1_button,layer1_content,layer2_button,layer2_content,clip_start,clip_end,loop
paso,objeto,x,y,zoom,pagina,pregunta,respuesta,texto_alt,boton1,contenido1,boton2,contenido2,inicio_clip,fin_clip,bucle
1,book7folio21v,0.4999999999999999,0.5,1,,What does this image show?,answer,,,,,,,,
2,book7folio21v,0.5624085286371384,0.4852377005887515,1.4599841521394614,,How you read this calendar?,answer,,,,,,,,
3,book7folio21v,0.5594110054893978,0.48243422401576375,2.102377179080824,,"How does it have multiple circles ","The circles assign 13 years to each direction/character, In total, the calendar has 52 years. ",,,,,,,,
